date,age_group,active,recovered,deceased,total
2022-06-12,10 to 19,4736,204618,4,209358
2022-06-12,20 to 29,5709,224159,7,229875
2022-06-12,30 to 39,6878,211043,15,217936
2022-06-12,40 to 49,6727,172623,36,179386
2022-06-12,50 to 59,6178,124867,68,131113
2022-06-12,60 to 69,4474,73338,128,77940
2022-06-12,70 to 79,2531,34039,280,36850
2022-06-12,80 to 89,1054,12924,409,14387
2022-06-12,90+,252,3041,316,3609
2022-06-12,Unknown,0,2,0,2
2022-06-12,Total,41964,1199266,1267,1242497
2022-06-13,0 to 9,3471,139117,4,142592
2022-06-13,10 to 19,4669,205367,4,210040
2022-06-13,20 to 29,5836,224948,7,230791
2022-06-13,30 to 39,6983,212048,15,219046
2022-06-13,40 to 49,6674,173632,35,180341
2022-06-13,50 to 59,6233,125697,68,131998
2022-06-13,60 to 69,4531,73916,128,78575
2022-06-13,70 to 79,2612,34334,282,37228
2022-06-13,80 to 89,1118,13033,419,14570
2022-06-13,90+,295,3050,324,3669
2022-06-13,Unknown,0,2,0,2
2022-06-13,Total,42422,1205144,1286,1248852
2022-06-14,0 to 9,3320,139763,4,143087
2022-06-14,10 to 19,4385,206226,4,210615
2022-06-14,20 to 29,5744,225895,7,231646
2022-06-14,30 to 39,6785,213197,15,219997
2022-06-14,40 to 49,6449,174735,35,181219
2022-06-14,50 to 59,5971,126747,68,132786
2022-06-14,60 to 69,4422,74628,130,79180
2022-06-14,70 to 79,2514,34791,285,37590
2022-06-14,80 to 89,1077,13237,420,14734
2022-06-14,90+,258,3119,327,3704
2022-06-14,Unknown,0,2,0,2
2022-06-14,Total,40925,1212340,1295,1254560
2022-06-15,0 to 9,3156,140392,4,143552
2022-06-15,10 to 19,4103,207095,4,211202
2022-06-15,20 to 29,5363,227072,7,232442
2022-06-15,30 to 39,6483,214519,15,221017
2022-06-15,40 to 49,6047,176049,36,182132
2022-06-15,50 to 59,5637,127940,69,133646
2022-06-15,60 to 69,4213,75522,131,79866
2022-06-15,70 to 79,2391,35275,286,37952
2022-06-15,80 to 89,1056,13396,426,14878
2022-06-15,90+,259,3163,330,3752
2022-06-15,Unknown,0,2,0,2
2022-06-15,Total,38708,1220425,1308,1260441
2022-06-16,0 to 9,3098,140900,4,144002
2022-06-16,10 to 19,3855,207817,4,211676
2022-06-16,20 to 29,5256,227899,7,233162
2022-06-16,30 to 39,6273,215596,15,221884
2022-06-16,40 to 49,5687,177134,35,182856
2022-06-16,50 to 59,5425,128897,69,134391
2022-06-16,60 to 69,4068,76197,131,80396
2022-06-16,70 to 79,2311,35678,287,38276
2022-06-16,80 to 89,1033,13553,433,15019
2022-06-16,90+,256,3205,330,3791
2022-06-16,Unknown,0,2,0,2
2022-06-16,Total,37262,1226878,1315,1265455
2022-06-17,0 to 9,3105,141312,4,144421
2022-06-17,10 to 19,3767,208345,4,212116
2022-06-17,20 to 29,5105,228658,7,233770
2022-06-17,30 to 39,6185,216457,15,222657
2022-06-17,40 to 49,5521,177956,36,183513
2022-06-17,50 to 59,5286,129677,69,135032
2022-06-17,60 to 69,4028,76778,131,80937
2022-06-17,70 to 79,2287,35998,291,38576
2022-06-17,80 to 89,1030,13712,434,15176
2022-06-17,90+,275,3231,333,3839
2022-06-17,Unknown,0,2,0,2
2022-06-17,Total,36589,1232126,1324,1270039
2022-06-18,0 to 9,3013,141692,4,144709
2022-06-18,10 to 19,3611,208836,4,212451
2022-06-18,20 to 29,4975,229226,7,234208
2022-06-18,30 to 39,6080,217183,15,223278
2022-06-18,40 to 49,5363,178627,36,184026
2022-06-18,50 to 59,5109,130330,69,135508
2022-06-18,60 to 69,3888,77313,133,81334
2022-06-18,70 to 79,2164,36313,291,38768
2022-06-18,80 to 89,953,13864,434,15251
2022-06-18,90+,262,3256,336,3854
2022-06-18,Unknown,0,2,0,2
2022-06-18,Total,35418,1236642,1329,1273389
2022-06-19,0 to 9,2999,142050,4,145053
2022-06-19,10 to 19,3562,209355,4,212921
2022-06-19,20 to 29,4881,229888,7,234776
2022-06-19,30 to 39,6023,217927,15,223965
2022-06-19,40 to 49,5316,179347,37,184700
2022-06-19,50 to 59,5047,131041,69,136157
2022-06-19,60 to 69,3829,77792,134,81755
2022-06-19,70 to 79,2170,36556,292,39018
2022-06-19,80 to 89,949,13958,438,15345
2022-06-19,90+,264,3275,337,3876
2022-06-19,Unknown,0,2,0,2
2022-06-19,Total,35040,1241191,1337,1277568
2022-06-20,0 to 9,2951,142588,5,145544
2022-06-20,10 to 19,3498,210038,4,213540
2022-06-20,20 to 29,4769,230782,7,235558
2022-06-20,30 to 39,5881,219028,15,224924
2022-06-20,40 to 49,5311,180302,37,185650
2022-06-20,50 to 59,4969,131925,70,136964
2022-06-20,60 to 69,3816,78436,135,82387
2022-06-20,70 to 79,2175,36934,294,39403
2022-06-20,80 to 89,969,14135,445,15549
2022-06-20,90+,252,3333,338,3923
2022-06-20,Unknown,0,2,0,2
2022-06-20,Total,34591,1247503,1350,1283444
2022-06-21,0 to 9,2865,143084,5,145954
2022-06-21,10 to 19,3479,210611,4,214094
2022-06-21,20 to 29,4694,231636,7,236337
2022-06-21,30 to 39,5938,219983,15,225936
2022-06-21,40 to 49,5301,181180,37,186518
2022-06-21,50 to 59,5004,132711,71,137786
2022-06-21,60 to 69,3793,79039,136,82968
2022-06-21,70 to 79,2190,37294,297,39781
2022-06-21,80 to 89,1006,14292,453,15751
2022-06-21,90+,295,3363,343,4001
2022-06-21,Unknown,0,2,0,2
2022-06-21,Total,34565,1253195,1368,1289128
2022-06-22,0 to 9,2841,143562,5,146408
2022-06-22,10 to 19,3372,211205,4,214581
2022-06-22,20 to 29,4593,232450,7,237050
2022-06-22,30 to 39,5864,221002,15,226881
2022-06-22,40 to 49,5311,182090,37,187438
2022-06-22,50 to 59,5003,133574,73,138650
2022-06-22,60 to 69,3705,79720,136,83561
2022-06-22,70 to 79,2198,37653,297,40148
2022-06-22,80 to 89,1024,14425,460,15909
2022-06-22,90+,273,3410,346,4029
2022-06-22,Unknown,0,2,0,2
2022-06-22,Total,34184,1259093,1380,1294657
2022-06-24,0 to 9,2714,144416,5,147135
2022-06-24,10 to 19,3372,212112,4,215488
2022-06-24,20 to 29,4414,233759,7,238180
2022-06-24,30 to 39,5786,222642,15,228443
2022-06-24,40 to 49,5292,183475,37,188804
2022-06-24,50 to 59,5007,134959,74,140040
2022-06-24,60 to 69,3674,80801,137,84612
2022-06-24,70 to 79,2203,38273,301,40777
2022-06-24,80 to 89,1006,14719,471,16196
2022-06-24,90+,262,3487,353,4102
2022-06-24,Unknown,0,2,0,2
2022-06-24,Total,33730,1268645,1404,1303779
2022-06-25,0 to 9,2800,144703,5,147508
2022-06-25,10 to 19,3456,212444,4,215904
2022-06-25,20 to 29,4574,234201,7,238782
2022-06-25,30 to 39,5956,223261,15,229232
2022-06-25,40 to 49,5521,183988,37,189546
2022-06-25,50 to 59,5204,135433,75,140712
2022-06-25,60 to 69,3814,81198,138,85150
2022-06-25,70 to 79,2318,38462,303,41083
2022-06-25,80 to 89,1075,14793,471,16339
2022-06-25,90+,273,3501,355,4129
2022-06-25,Unknown,0,2,0,2
2022-06-25,Total,34991,1271986,1410,1308387
2022-06-26,0 to 9,2877,145047,5,147929
2022-06-26,10 to 19,3558,212915,4,216477
2022-06-26,20 to 29,4742,234767,7,239516
2022-06-26,30 to 39,6201,223947,15,230163
2022-06-26,40 to 49,5840,184661,37,190538
2022-06-26,50 to 59,5490,136081,75,141646
2022-06-26,60 to 69,4054,81616,140,85810
2022-06-26,70 to 79,2421,38713,305,41439
2022-06-26,80 to 89,1111,14882,474,16467
2022-06-26,90+,275,3524,359,4158
2022-06-26,Unknown,0,2,0,2
2022-06-26,Total,36569,1276155,1421,1314145
